type,smelly
"{'org.ystia.samples.apache-log-generator.linux.ansible.nodes.ApacheLogGeneratorDashboard': {'derived_from': 'org.ystia.kibana.linux.bash.nodes.KibanaDashboard', 'description': 'The dashboard element hosted on Kibana for the Apache log generator Sample', 'artifacts': [{'dashboard_file': {'file': 'dashboards/kdb_ApacheLogGenerator.json', 'type': 'org.ystia.kibana.pub.artifacts.Dashboard'}}]}}",0
"{'org.ystia.samples.apache-log-generator.linux.ansible.nodes.ApacheLogGenerator': {'derived_from': 'org.ystia.nodes.SoftwareComponent', 'description': 'Installation of the ApacheLogGenerator', 'tags': {'icon': '/images/log.png'}, 'properties': {'log_path': {'type': 'string', 'required': True, 'default': '/tmp/apache.log'}, 'total_logs_nb': {'type': 'integer', 'required': True, 'default': 0}, 'delay_s': {'type': 'integer', 'required': True, 'default': 1}}, 'interfaces': {'Standard': {'create': {'implementation': 'linux/ansible/apache-log-generator_install.yaml'}, 'start': {'inputs': {'LOG_PATH': {'get_property': ['SELF', 'log_path']}, 'TOTAL_LOGS_NB': {'get_property': ['SELF', 'total_logs_nb']}, 'DELAY_S': {'get_property': ['SELF', 'delay_s']}}, 'implementation': 'linux/ansible/apache-log-generator_start.yaml'}, 'stop': {'implementation': 'linux/ansible/apache-log-generator_stop.yaml'}, 'delete': {'inputs': {'LOG_PATH': {'get_property': ['SELF', 'log_path']}}, 'implementation': 'linux/ansible/apache-log-generator_delete.yaml'}}}}}",0
"{'org.ystia.consul.linux.bash.nodes.Consul': {'derived_from': 'org.ystia.nodes.SoftwareComponent', 'description': 'Consul Server or Consul Agent component for linux', 'requirements': [{'server_endpoint': {'capability': 'org.ystia.consul.pub.capabilities.ConsulServer', 'relationship': 'org.ystia.consul.linux.bash.relationships.ConnectsConsulAgentToServer', 'occurrences': [0, 1]}}], 'tags': {'icon': '/images/consul-icon.png'}, 'attributes': {'dnsmask_previous': {'get_operation_output': ['SELF', 'Standard', 'create', 'YSTIA_DNSMASK_PREVIOUS']}}, 'properties': {'install_dnsmasq': {'type': 'boolean', 'description': 'By default, a dnsmask is installed as a DNS proxy. It is sometimes needed to remove it if another DNS is already installed (bind for example)\n', 'default': True}, 'installation_directory': {'type': 'string', 'description': 'installation path of consul', 'default': '~/consul'}, 'component_version': {'type': 'version', 'description': 'the Consul version installed.', 'default': '0.5.2', 'constraints': [{'equal': '0.5.2'}]}}, 'capabilities': {'agent': {'type': 'org.ystia.consul.pub.capabilities.ConsulAgent'}, 'server': {'type': 'org.ystia.consul.pub.capabilities.ConsulServer'}}, 'interfaces': {'Standard': {'create': {'inputs': {'INSTALL_DNSMASQ': {'get_property': ['SELF', 'install_dnsmasq']}, 'INSTALL_DIR': {'get_property': ['SELF', 'installation_directory']}, 'IP_ADDRESS': {'get_attribute': ['SELF', 'ip_address']}}, 'implementation': 'scripts/consul_install.sh'}, 'configure': {'inputs': {'INSTALL_DIR': {'get_property': ['SELF', 'installation_directory']}, 'IP_ADDRESS': {'get_attribute': ['SELF', 'ip_address']}}, 'implementation': 'scripts/consul_configure.sh'}, 'start': {'inputs': {'INSTALL_DIR': {'get_property': ['SELF', 'installation_directory']}}, 'implementation': 'scripts/consul_start.sh'}, 'stop': {'inputs': {'INSTALL_DIR': {'get_property': ['SELF', 'installation_directory']}}, 'implementation': 'scripts/consul_stop.sh'}, 'delete': {'inputs': {'INSTALL_DNSMASQ': {'get_property': ['SELF', 'install_dnsmasq']}, 'INSTALL_DIR': {'get_property': ['SELF', 'installation_directory']}, 'DNSMASQ_PREVIOUS': {'get_attribute': ['SELF', 'dnsmask_previous']}}, 'implementation': 'scripts/consul_delete.sh'}}}, 'artifacts': [{'scripts': {'type': 'tosca.artifacts.File', 'file': 'scripts'}}]}}",0
"{'org.ystia.logstash.linux.bash.nodes.Logstash': {'derived_from': 'org.ystia.consul.pub.nodes.ConsulUser', 'description': 'Logstash component from Elastic Stack for linux', 'tags': {'icon': '/images/logstash-icon.png'}, 'attributes': {'java_home': {'get_operation_output': ['SELF', 'Configure', 'pre_configure_source', 'JAVA_HOME']}, 'ls_home': {'get_operation_output': ['SELF', 'Standard', 'create', 'LOGSTASH_HOME']}}, 'properties': {'component_version': {'type': 'version', 'description': 'Version of the installed Logstash component', 'default': '6.2.2', 'constraints': [{'valid_values': ['5.6.8', '6.2.2']}]}, 'repository': {'type': 'string', 'description': 'This property give the opportunity to specify an alternative download repository for this component artifact. It is your responsibility to provide an accessible download url and to store required artifacts on it. You should specify only the base repository url. Artifacts names will be appended to it, so this property could be shared among several components using the inputs feature.\n', 'required': True, 'default': 'https://artifacts.elastic.co/downloads/logstash', 'constraints': [{'pattern': '^(http|https|ftp)://.+/.*$'}]}, 'auto_reload': {'type': 'boolean', 'description': 'Monitor configuration changes and reload whenever it is changed', 'default': False}, 'reload_interval': {'type': 'integer', 'description': 'How frequently to poll the configuration location for changes, in seconds', 'default': 60}, 'stdout': {'type': 'boolean', 'description': 'Define the stdout logstash output, to allow to see the events pipeline.', 'default': False}, 'heap_size': {'type': 'string', 'default': '1G', 'description': 'This property allows to set the heap memory size that is allocated to Logstash java process, It allocates the same value to both initial and maximum values (ie -Xms and -Xmx java options).\n', 'constraints': [{'pattern': '[1-9][0-9]*[kKmMgG]'}]}, 'log_level': {'type': 'string', 'description': ""Define Logstash log level. By default very few logs are generated by Logstash. All logs are redirected to a file except if you set 'stdout' to 'true'.\n"", 'default': 'warn', 'constraints': [{'valid_values': ['fatal', 'error', 'warn', 'info', 'debug', 'trace']}]}}, 'capabilities': {'logstash_resource': {'type': 'org.ystia.logstash.pub.capabilities.LogstashEndpoint'}, 'connector_host': {'type': 'org.ystia.logstash.pub.capabilities.LogstashConnectorHosting', 'occurrences': [0, 'unbounded']}}, 'requirements': [{'host': {'capability': 'org.ystia.java.pub.capabilities.JavaHosting', 'relationship': 'org.ystia.java.pub.relationships.HostedOnJavaRuntime', 'occurrences': [1, 1]}}, {'search_endpoint': {'capability': 'org.ystia.elasticsearch.pub.capabilities.SearchEndpoint', 'relationship': 'org.ystia.logstash.linux.bash.relationships.LogstashToElasticsearch', 'occurrences': [0, 1]}}, {'kafka_output': {'capability': 'org.ystia.kafka.pub.capabilities.KafkaTopic', 'relationship': 'org.ystia.logstash.linux.bash.relationships.LogstashToKafka', 'occurrences': [0, 1]}}, {'kafka_input': {'capability': 'org.ystia.kafka.pub.capabilities.KafkaTopic', 'relationship': 'org.ystia.logstash.linux.bash.relationships.KafkaToLogstash', 'occurrences': [0, 1]}}], 'interfaces': {'Standard': {'create': {'inputs': {'REPOSITORY': {'get_property': ['SELF', 'repository']}, 'LS_VERSION': {'get_property': ['SELF', 'component_version']}}, 'implementation': 'scripts/logstash_install.sh'}, 'configure': {'inputs': {'LS_VERSION': {'get_property': ['SELF', 'component_version']}, 'STDOUT': {'get_property': ['SELF', 'stdout']}, 'LOGSTASH_HEAP_SIZE': {'get_property': ['SELF', 'heap_size']}, 'JAVA_HOME': {'get_attribute': ['SELF', 'java_home']}, 'LOGSTASH_HOME': {'get_attribute': ['SELF', 'ls_home']}, 'AUTO_RELOAD': {'get_property': ['SELF', 'auto_reload']}, 'RELOAD_INTERVAL': {'get_property': ['SELF', 'reload_interval']}, 'LOGSTASH_LOG_LEVEL': {'get_property': ['SELF', 'log_level']}}, 'implementation': 'scripts/logstash_configure.sh'}, 'start': {'inputs': {'LOGSTASH_HOME': {'get_attribute': ['SELF', 'ls_home']}}, 'implementation': 'scripts/logstash_start.sh'}, 'stop': {'inputs': {'LOGSTASH_HOME': {'get_attribute': ['SELF', 'ls_home']}}, 'implementation': 'scripts/logstash_stop.sh'}, 'delete': {'inputs': {'LS_VERSION': {'get_property': ['SELF', 'component_version']}}, 'implementation': 'scripts/logstash_delete.sh'}}, 'custom': {'change_input': {'inputs': {'url': {'type': 'string', 'description': 'Input param for change_input', 'required': True}, 'AUTO_RELOAD': {'get_property': ['SELF', 'auto_reload']}, 'LOGSTASH_HOME': {'get_attribute': ['SELF', 'ls_home']}}, 'implementation': 'scripts/logstash_changeInput.sh'}, 'change_output': {'inputs': {'url': {'type': 'string', 'description': 'Input param for change_output', 'required': True}, 'AUTO_RELOAD': {'get_property': ['SELF', 'auto_reload']}, 'LOGSTASH_HOME': {'get_attribute': ['SELF', 'ls_home']}}, 'implementation': 'scripts/logstash_changeOutput.sh'}, 'change_filter': {'inputs': {'url': {'type': 'string', 'description': 'Input param for change_filter', 'required': True}, 'AUTO_RELOAD': {'get_property': ['SELF', 'auto_reload']}, 'LOGSTASH_HOME': {'get_attribute': ['SELF', 'ls_home']}}, 'implementation': 'scripts/logstash_changeFilter.sh'}}}, 'artifacts': [{'scripts': {'file': 'scripts', 'type': 'tosca.artifacts.File'}}, {'conf': {'file': 'conf', 'type': 'tosca.artifacts.File'}}, {'certificates': {'file': 'certificates', 'type': 'tosca.artifacts.File'}}, {'private_key': {'file': 'certificates/default-logstash-forwarder.key', 'type': 'tosca.artifacts.File'}}, {'certificate': {'file': 'certificates/default-logstash-forwarder.crt', 'type': 'tosca.artifacts.File'}}, {'inputs_conf': {'file': 'conf/1-1_logstash_inputs.conf', 'type': 'tosca.artifacts.File'}}, {'filters_conf': {'file': 'conf/2-1_logstash_filters.conf', 'type': 'tosca.artifacts.File'}}, {'outputs_conf': {'file': 'conf/3-1_logstash_outputs.conf', 'type': 'tosca.artifacts.File'}}, {'extra_host': {'file': 'artifactsFiles/hosts_to_add.txt', 'type': 'tosca.artifacts.File'}}]}}",unknown
"{'org.ystia.logstash.linux.bash.nodes.GeoNames': {'derived_from': 'org.ystia.consul.pub.nodes.ConsulUser', 'description': 'A GeoNames connector for Logstash on linux', 'tags': {'icon': '/images/geonames.gif'}, 'properties': {'repository': {'type': 'string', 'description': 'The repository to download the geonames archives. You may want to specify a local directory where you have previously copied the archive files.\n', 'required': False, 'default': 'http://download.geonames.org/export/dump/', 'constraints': [{'pattern': '^(http|https|ftp)://.+/.*$'}]}, 'filename': {'type': 'string', 'default': 'allCountries', 'description': 'Name of the file containing GeoNames data Choose allCountries to get a complete information (very heavy) You can choose a country code in capitals (US, FR, ...) Or another file like cities15000 or cities5000 A .zip suffix will be added to this name.\n', 'required': True}, 'indexname': {'type': 'string', 'default': 'geonames', 'description': 'Name of index to store GeoNames data\n', 'required': True}}, 'capabilities': {'geonames_resource': 'org.ystia.logstash.pub.capabilities.GeonamesEndpoint'}, 'requirements': [{'host': {'capability': 'org.ystia.logstash.pub.capabilities.LogstashConnectorHosting', 'relationship': 'org.ystia.logstash.linux.bash.relationships.GeonamesHostedOnLogstash', 'occurrences': [1, 1]}}], 'interfaces': {'Standard': {'create': {'inputs': {'REPOSITORY': {'get_property': ['SELF', 'repository']}, 'FNAME': {'get_property': ['SELF', 'filename']}}, 'implementation': 'geonames/create.sh'}, 'start': {'implementation': 'geonames/start.sh'}, 'stop': {'implementation': 'geonames/stop.sh'}}, 'custom': {'update': {'inputs': {'REPOSITORY': {'get_property': ['SELF', 'repository']}, 'FNAME': {'type': 'string', 'description': 'File name used for update (without .zip suffix)', 'required': True}}, 'implementation': 'geonames/update.sh'}}}, 'artifacts': [{'geoscripts': {'file': 'geonames', 'type': 'tosca.artifacts.File'}}, {'scripts': {'file': 'scripts', 'type': 'tosca.artifacts.File'}}]}}",0
"{'org.ystia.logstash.linux.bash.nodes.TwitterConnector': {'derived_from': 'org.ystia.nodes.Root', 'description': 'A twitter connector', 'tags': {'icon': '/images/twitter-icon.png'}, 'requirements': [{'connector_host': {'capability': 'org.ystia.logstash.pub.capabilities.LogstashConnectorHosting', 'relationship': 'org.ystia.logstash.linux.bash.relationships.TwitterConnectorHostedOnLogstash', 'occurrences': [1, 1]}}], 'properties': {'consumer_key': {'type': 'string', 'description': ""Your Twitter App's consumer key."", 'required': True}, 'consumer_secret': {'type': 'string', 'description': ""Your Twitter App's consumer secret."", 'required': True}, 'oauth_token': {'type': 'string', 'description': 'Your Twitter oauth token.', 'required': True}, 'oauth_token_secret': {'type': 'string', 'description': 'Your Twitter oauth token secret.', 'required': True}, 'use_proxy': {'type': 'boolean', 'default': False, 'description': 'Use a proxy to handle the connections.', 'required': False}, 'proxy_address': {'type': 'string', 'description': 'Address of the proxy to use. If use_proxy property is true, and no value is set for this property, then default environment proxy settings on the compute will be used.\n', 'required': False}, 'proxy_port': {'type': 'integer', 'description': 'Port of the proxy to use. If use_proxy property is true, and no value is set for this property, then default environment proxy settings on the compute will be used.\n', 'required': False}, 'keywords': {'type': 'list', 'entry_schema': {'description': 'a keyword to track in the Twitter stream', 'type': 'string'}, 'description': 'An list of keywords to track in the Twitter stream Ex: [foo, bar] At least one property ""keywords"" or ""follows"" must be specified if use_samples property is not set.\n', 'required': False}, 'follows': {'type': 'list', 'entry_schema': {'description': 'a stringified user ID. ID can be obtained from Twitter username: http://gettwitterid.com\n', 'type': 'string', 'constraints': [{'pattern': '(\\d)+'}]}, 'description': 'A list of user IDs, indicating the users to return statuses for in the Twitter stream. Ex: [122345, 414512]. At least one property ""keywords"" or ""follows"" must be specified if use_samples property is not set.\n', 'required': False}, 'languages': {'type': 'list', 'entry_schema': {'description': 'a BCP 47 language identifier', 'type': 'string'}, 'description': ""A list of BCP 47 language identifiers corresponding to any of the languages listed on Twitter's advanced search page will only return tweets that have been detected as being written in the specified languages. Ex: [ en, fr ]\n"", 'required': False}, 'use_samples': {'type': 'boolean', 'default': False, 'description': 'Returns a small random sample of all public statuses. If set to true, the keywords, follows and languages properties will be ignored.\n', 'required': False}, 'full_tweet': {'type': 'boolean', 'default': False, 'description': 'Record full tweet object as given to us by the Twitter Streaming API.\n', 'required': False}, 'tags': {'type': 'list', 'entry_schema': {'description': 'a tag to add to your event', 'type': 'string'}, 'description': 'A list of tags to add to your event. This can help with processing later. Ex: [TagName]\n', 'required': False}, 'ignore_retweets': {'type': 'boolean', 'default': False, 'description': 'Lets you ignore the retweets coming out of the Twitter API.\n', 'required': False}}, 'interfaces': {'custom': {'change_authentication': {'inputs': {'consumer_key': {'type': 'string', 'description': ""Your Twitter App's consumer key."", 'required': True}, 'consumer_secret': {'type': 'string', 'description': ""Your Twitter App's consumer secret."", 'required': True}, 'oauth_token': {'type': 'string', 'description': 'Your Twitter oauth token.', 'required': True}, 'oauth_token_secret': {'type': 'string', 'description': 'Your Twitter oauth token secret.', 'required': True}}, 'implementation': 'twitter/twitter_changeAuthentication.sh'}, 'change_follows': {'inputs': {'follows': {'type': 'list', 'entry_schema': {'constraints': [{'pattern': '(\\d)+'}]}, 'description': 'An list of user IDs, indicating the users to return statuses for in the Twitter stream. ID can be obtained from Twitter username: http://gettwitterid.com Ex: [122345, 414512]. At least one property ""keywords"" or ""follows"" must be specified if use_samples property is not set.\n', 'required': False}}, 'implementation': 'twitter/twitter_changeFollows.sh'}, 'change_keywords': {'inputs': {'keywords': {'type': 'list', 'entry_schema': {'type': 'string'}, 'description': 'An list of keywords to track in the Twitter stream Ex: [foo, bar] At least one property ""keywords"" or ""follows"" must be specified if use_samples property is not set.\n', 'required': False}}, 'implementation': 'twitter/twitter_changeKeywords.sh'}, 'change_languages': {'inputs': {'languages': {'type': 'list', 'entry_schema': {'type': 'string'}, 'description': ""An list of BCP 47 language identifiers corresponding to any of the languages listed on Twitter's advanced search page will only return tweets that have been detected as being written in the specified languages. Ex: [ en, fr ]\n"", 'required': False}}, 'implementation': 'twitter/twitter_changeLanguages.sh'}, 'change_tags': {'inputs': {'tags': {'type': 'list', 'entry_schema': {'type': 'string'}, 'description': 'An list of tags to add to your event. This can help with processing later. Ex: [TagName]\n', 'required': False}}, 'implementation': 'twitter/twitter_changeTags.sh'}, 'change_use_samples': {'inputs': {'use_samples': {'type': 'boolean', 'default': False, 'description': 'Returns a small random sample of all public statuses. If set to true, the keywords, follows and languages properties will be ignored.\n', 'required': True}}, 'implementation': 'twitter/twitter_changeUseSamples.sh'}, 'change_full_tweet': {'inputs': {'full_tweet': {'type': 'boolean', 'default': False, 'description': 'Record full tweet object as given to us by the Twitter Streaming API.\n', 'required': True}}, 'implementation': 'twitter/twitter_changeFullTweet.sh'}, 'change_ignore_retweets': {'inputs': {'ignore_retweets': {'type': 'boolean', 'default': False, 'description': 'Lets you ignore the retweets coming out of the Twitter API.\n', 'required': True}}, 'implementation': 'twitter/twitter_changeIgnoreRetweets.sh'}, 'add_tags': {'inputs': {'tags': {'type': 'list', 'entry_schema': {'type': 'string'}, 'description': 'A list of tag(s) to add to existing tags list Ex: [tag1, tag2]\n', 'required': True}}, 'implementation': 'twitter/twitter_addTags.sh'}, 'remove_tags': {'inputs': {'tags': {'type': 'list', 'entry_schema': {'type': 'string'}, 'description': 'A list of tag(s) to remove to existing tags list Ex: [tag1, tag2]\n', 'required': True}}, 'implementation': 'twitter/twitter_removeTags.sh'}, 'add_keywords': {'inputs': {'keywords': {'type': 'list', 'entry_schema': {'type': 'string'}, 'description': 'A list of keyword(s) to add to existing keywords list Ex: [keyword1, keyword2]\n', 'required': True}}, 'implementation': 'twitter/twitter_addKeywords.sh'}, 'remove_keywords': {'inputs': {'keywords': {'type': 'list', 'entry_schema': {'type': 'string'}, 'description': 'A list of keyword(s) to remove to existing keywords list Ex: [keyword1, keyword2]\n', 'required': True}}, 'implementation': 'twitter/twitter_removeKeywords.sh'}, 'add_languages': {'inputs': {'languages': {'type': 'list', 'entry_schema': {'type': 'string'}, 'description': 'A list of language(s) to add to existing languages list Ex: [cz, de]\n', 'required': True}}, 'implementation': 'twitter/twitter_addLanguages.sh'}, 'remove_languages': {'inputs': {'languages': {'type': 'string', 'entry_schema': {'type': 'string'}, 'description': 'A list of language(s) to remove to existing languages list Ex: [cz, de]\n', 'required': True}}, 'implementation': 'twitter/twitter_removeLanguages.sh'}, 'add_follows': {'inputs': {'follows': {'type': 'list', 'entry_schema': {'type': 'string'}, 'description': 'A list of follow(s) to add to existing follows list Ex: [@ID1, @ID2]\n', 'required': True}}, 'implementation': 'twitter/twitter_addFollows.sh'}, 'remove_follows': {'inputs': {'follows': {'type': 'list', 'entry_schema': {'type': 'string'}, 'description': 'A list of follow(s) to remove to existing Follows list Ex: [@ID1, @ID2]\n', 'required': True}}, 'implementation': 'twitter/twitter_removeFollows.sh'}}}, 'artifacts': [{'twitterscripts': {'file': 'twitter', 'type': 'tosca.artifacts.File'}}, {'lsscripts': {'file': 'scripts', 'type': 'tosca.artifacts.File'}}]}}",0
"{'org.ystia.yorc.experimental.consul.pub.nodes.Consul': {'derived_from': 'org.alien4cloud.consul.pub.nodes.ConsulAgent', 'abstract': True, 'description': 'Base component for Consul. It describes how both agents and servers work.', 'tags': {'icon': '/images/consul-icon.png'}, 'properties': {'tls_enabled': {'description': 'Defines if the communication with the consul agent will be secured (HTTPS)', 'type': 'boolean', 'required': True, 'default': False}, 'tls_for_checks_enabled': {'description': 'Allows to set up HTTP health check', 'type': 'boolean', 'required': True, 'default': False}, 'ca_key': {'description': 'The provided CA key', 'type': 'string', 'required': False}, 'ca_pem': {'description': 'The provided CA certificate', 'type': 'string', 'required': False}, 'ca_passphrase': {'description': 'The provided CA certificate passphrase', 'type': 'string', 'required': False}, 'encrypt_key': {'description': 'The key to encrypt gossip exchanges within the consul cluster (must be a 16-bytes, Base64 encoded key)', 'type': 'string', 'required': False}, 'mode': {'description': 'The mode (agent or server) for operating Consul', 'type': 'string', 'constraints': [{'valid_values': ['agent', 'server']}], 'required': True}, 'download_url': {'description': 'The URL to download the consul archive.', 'default': 'https://releases.hashicorp.com/consul/1.2.3/consul_1.2.3_linux_amd64.zip', 'type': 'string', 'required': True}, 'install_dir': {'description': 'Installation directory for the Consul binary', 'type': 'string', 'required': True, 'default': '/usr/local/bin'}, 'config_dir': {'description': 'Path to the configuration directory of Consul', 'type': 'string', 'required': True, 'default': '/etc/consul.d'}, 'datacenter': {'description': 'Name of the DataCenter for this Consul. When an agent joins a server they should be in the same data center.\n', 'type': 'string', 'required': True, 'default': 'dc1'}, 'domain': {'description': 'DNS domain name for Consul DNS interface\n', 'type': 'string', 'required': True, 'default': 'consul'}, 'web_ui': {'description': 'Enable Consul Web UI\n', 'type': 'boolean', 'required': False, 'default': False}}, 'attributes': {'web_ui_url': {'description': 'Consul Web UI URL\n', 'type': 'string'}}, 'capabilities': {'consul_agent': {'type': 'org.alien4cloud.consul.pub.capabilities.ConsulAgent'}}}}",0
"{'org.ystia.yorc.experimental.consul.pub.nodes.ConsulServer': {'derived_from': 'org.ystia.yorc.experimental.consul.pub.nodes.Consul', 'abstract': True, 'properties': {'mode': {'description': ""The mode for operating Consul 'server' in this case."", 'type': 'string', 'constraints': [{'equal': 'server'}], 'required': True, 'default': 'server'}}, 'capabilities': {'consul_server': {'type': 'org.ystia.yorc.experimental.consul.pub.capabilities.ConsulServer'}, 'join_wan': {'type': 'org.ystia.yorc.experimental.consul.pub.capabilities.ConsulServerWAN'}}, 'requirements': [{'wan_server': {'capability': 'org.ystia.yorc.experimental.consul.pub.capabilities.ConsulServerWAN', 'occurrences': [0, 1]}}]}}",0
"{'org.ystia.yorc.experimental.consul.pub.nodes.ConsulAgent': {'derived_from': 'org.ystia.yorc.experimental.consul.pub.nodes.Consul', 'abstract': True, 'properties': {'mode': {'description': ""The mode for operating Consul 'agent' in this case."", 'type': 'string', 'constraints': [{'equal': 'agent'}], 'required': True, 'default': 'agent'}}, 'requirements': [{'consul_server': {'capability': 'org.ystia.yorc.experimental.consul.pub.capabilities.ConsulServer', 'occurrences': [1, 1]}}]}}",0
"{'org.ystia.traefik.pub.nodes.Traefik': {'derived_from': 'tosca.nodes.SoftwareComponent', 'abstract': True, 'metadata': {'icon': '/icons/traefik.logo.png'}, 'capabilities': {'entrypoint': 'org.ystia.traefik.pub.capabilities.EntryPoint', 'cfg_fragment_host': 'org.ystia.traefik.pub.capabilities.ConfigFragmentHost'}}}",0
"{'org.ystia.traefik.pub.nodes.TraefikRoute': {'derived_from': 'tosca.nodes.LoadBalancer', 'abstract': True, 'metadata': {'icon': '/icons/traefik-route.png'}, 'properties': {'rules': {'type': 'string', 'default': '', 'required': False}}, 'capabilities': {'health_check_cfg_host': 'org.ystia.traefik.pub.capabilities.HealthCheckConfigHost'}, 'requirements': [{'cfg_host': {'capability': 'org.ystia.traefik.pub.capabilities.ConfigFragmentHost', 'node': 'org.ystia.traefik.pub.nodes.Traefik', 'relationship': 'tosca.relationships.HostedOn'}}]}}",0
"{'org.ystia.traefik.pub.nodes.TraefikRouteHealthCheck': {'derived_from': 'tosca.nodes.Root', 'abstract': True, 'metadata': {'icon': '/icons/traefik-route-hb.png'}, 'properties': {'configuration': {'type': 'org.ystia.traefik.pub.datatypes.HealthCheckConfig', 'required': False}}, 'requirements': [{'hc_cfg_host': {'capability': 'org.ystia.traefik.pub.capabilities.HealthCheckConfigHost', 'node': 'org.ystia.traefik.pub.nodes.TraefikRoute', 'relationship': 'tosca.relationships.HostedOn'}}]}}",0
"{'org.ystia.yorc.location.GoogleConfig': {'derived_from': 'org.ystia.yorc.pub.location.GoogleConfig', 'requirements': [{'host': {'capability': 'org.ystia.yorc.pub.capabilities.YorcConfigContainer', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.YorcConfigGoogleHostedOnYorc', 'occurrences': [1, 1]}}, {'vault': {'capability': 'org.alien4cloud.vault.pub.capabilities.VaultServer', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.GoogleSecretsOnVault', 'occurrences': [0, 1]}}]}}",0
"{'org.ystia.yorc.location.OpenStackConfig': {'derived_from': 'org.ystia.yorc.pub.location.OpenStackConfig', 'requirements': [{'host': {'capability': 'org.ystia.yorc.pub.capabilities.YorcConfigContainer', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.YorcConfigOpenstackHostedOnYorc', 'occurrences': [1, 1]}}, {'vault': {'capability': 'org.alien4cloud.vault.pub.capabilities.VaultServer', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.OpenstackSecretsOnVault', 'occurrences': [0, 1]}}]}}",0
"{'org.ystia.yorc.location.AWSConfig': {'derived_from': 'org.ystia.yorc.pub.location.AWSConfig', 'requirements': [{'host': {'capability': 'org.ystia.yorc.pub.capabilities.YorcConfigContainer', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.YorcConfigAWSHostedOnYorc', 'occurrences': [1, 1]}}, {'vault': {'capability': 'org.alien4cloud.vault.pub.capabilities.VaultServer', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.AWSSecretsOnVault', 'occurrences': [0, 1]}}]}}",0
"{'org.ystia.yorc.location.KubernetesConfig': {'derived_from': 'org.ystia.yorc.pub.location.KubernetesConfig', 'requirements': [{'host': {'capability': 'org.ystia.yorc.pub.capabilities.YorcConfigContainer', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.YorcConfigKubernetesHostedOnYorc', 'occurrences': [1, 1]}}]}}",0
"{'org.ystia.yorc.location.HostsPoolConfig': {'derived_from': 'org.ystia.yorc.pub.location.HostsPoolConfig', 'interfaces': {'Standard': {'start': {'inputs': {'YORC_CONFIG_DIR': {'get_property': ['REQ_TARGET', 'yorc', 'config_dir']}, 'YORC_INSTALL_DIR': {'get_property': ['REQ_TARGET', 'yorc', 'install_dir']}, 'LOCATION_NAME': {'get_property': ['SELF', 'location_name']}}, 'implementation': 'playbooks/apply_hostspool.yml'}}}, 'requirements': [{'yorc': {'capability': 'org.ystia.yorc.pub.capabilities.YorcConfigContainer', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.YorcConfigHostsPoolHostedOnYorc'}}, {'vault': {'capability': 'org.alien4cloud.vault.pub.capabilities.VaultServer', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.HostsPoolSecretsOnVault', 'occurrences': [0, 1]}}]}}",0
"{'org.ystia.yorc.ansible.Config': {'derived_from': 'org.ystia.yorc.pub.ansible.Config', 'requirements': [{'host': {'capability': 'org.ystia.yorc.pub.capabilities.YorcConfigContainer', 'relationship': 'org.ystia.yorc.linux.ansible.relationships.YorcConfigAnsible', 'occurrences': [1, 1]}}]}}",0
